entra,id_municipio,id_municipio_6,id_municipio_tse,id_municipio_rf,id_municipio_bcb,nome,capital_uf,id_comarca,id_regiao_saude,nome_regiao_saude,id_regiao_imediata,nome_regiao_imediata,id_regiao_intermediaria,nome_regiao_intermediaria,id_microrregiao,nome_microrregiao,id_mesorregiao,nome_mesorregiao,id_regiao_metropolitana,nome_regiao_metropolitana,ddd,id_uf,sigla_uf,nome_uf,nome_regiao,amazonia_legal,centroide
TRUE,4306767,430676,86240,8423,44327,Eldorado do Sul,0,4306767,43009,Região 09 - Carbonífera/Costa Doce,430001,Porto Alegre,4301,Porto Alegre,43026,Porto Alegre,4305,Metropolitana de Porto Alegre,7401,Região Metropolitana de Porto Alegre,51,43,RS,Rio Grande do Sul,Sul,0,POINT(-51.4987975115798 -30.0783001100082)
TRUE,4304606,430460,85898,8589,2101,Canoas,0,4304606,43008,Região 08 - Vale do Caí e Metropolitana,430001,Porto Alegre,4301,Porto Alegre,43026,Porto Alegre,4305,Metropolitana de Porto Alegre,7401,Região Metropolitana de Porto Alegre,51,43,RS,Rio Grande do Sul,Sul,0,POINT(-51.1796388921553 -29.9123220956941)
TRUE,4318705,431870,88773,8877,5263,São Leopoldo,0,4318705,43007,Região 07 - Vale dos Sinos,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43026,Porto Alegre,4305,Metropolitana de Porto Alegre,7401,Região Metropolitana de Porto Alegre,51,43,RS,Rio Grande do Sul,Sul,0,POINT(-51.1449199287884 -29.7553815739458)
TRUE,4309308,430930,86851,8685,36081,Guaíba,0,4309308,43009,Região 09 - Carbonífera/Costa Doce,430001,Porto Alegre,4301,Porto Alegre,43026,Porto Alegre,4305,Metropolitana de Porto Alegre,7401,Região Metropolitana de Porto Alegre,51,43,RS,Rio Grande do Sul,Sul,0,POINT(-51.433858716623 -30.1777151362592)
TRUE,4314902,431490,88013,8801,3681,Porto Alegre,1,4314902,43010,Região 10 - Capital e Vale do Gravataí,430001,Porto Alegre,4301,Porto Alegre,43026,Porto Alegre,4305,Metropolitana de Porto Alegre,7401,Região Metropolitana de Porto Alegre,51,43,RS,Rio Grande do Sul,Sul,0,POINT(-51.1651355343198 -30.0953153270686)
TRUE,4315800,431580,88196,8819,12816,Roca Sales,0,4306809,43029,Região 29 - Vales e Montanhas,430043,Encantado,4308,Santa Cruz do Sul - Lajeado,43021,Lajeado-Estrela,4304,Centro Oriental Rio-grandense,,,51,43,RS,Rio Grande do Sul,Sul,0,POINT(-51.8293728454667 -29.2570397349281)
